year,round,pickInRound,pickOverall,draftedbyteamid,draftedbyteamid.1,team.name,prospect.fullName,position,nationality,playerHeight,playerWeight,birthCity,birthDate,amateurLeague.name,amateurTeam.name,playerId,gamesPlayed,goals,assists,points,pointsPerGame,shotsAgainst,saves,shutouts,savePctg,jerseyNumber,teamName,onroster,status,gpPerYear,gpClass,ppgClass
2014,6,22,172,19,19,St. Louis Blues,C.J. Yakimowicz,RW,USA,74.0,198.0,"Wilkes Barre, PA  USA",1996-01-26,OHL,London,8478100.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,6,23,173,5,5,Pittsburgh Penguins,Jaden Lindo,RW,CAN,73.0,201.0,"Brampton, ON  CAN",1996-01-11,OHL,Owen Sound,8478101.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,6,24,174,21,21,Colorado Avalanche,Maximilian Pajpach,G,SVK,73.0,207.0,"Poprad, Slovakia",1996-01-04,SLOVAKIA-2,Slovakia U18,8478102.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,6,25,175,20,20,Calgary Flames,Adam Ollas Mattsson,D,SWE,76.0,209.0,"Stockholm, Sweden",1996-07-30,SWEDEN-JR.,Djurgarden Jr.,8478103.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,6,26,176,19,19,St. Louis Blues,Sammy Blais,LW,CAN,69.0,164.0,"Montmagny, QC  CAN",1996-06-17,QMJHL,Victoriaville,8478104.0,284.0,30.0,49.0,79.0,0.278169014084507,,,,,79.0,St. Louis Blues,Y,active,28.4,2,2
2014,6,27,177,8,8,Montréal Canadiens,Hayden Hawkey,G,USA,73.0,180.0,"Fremont, CA  USA",1995-03-01,USHL,Omaha,8478105.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,6,28,178,16,16,Chicago Blackhawks,Dylan Sikura,C,CAN,71.0,149.0,"Aurora, ON  CAN",1995-06-01,OJHL,Aurora,8478106.0,60.0,3.0,14.0,17.0,0.2833333333333333,,,,,,,,inactive,6.0,1,2
2014,6,29,179,16,16,Chicago Blackhawks,Ivan Nalimov,G,RUS,77.0,211.0,"Novokuznetsk, Russia",1994-03-12,RUSSIA-JR.,SKA St. Petersburg 2,8478107.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,6,30,180,26,26,Los Angeles Kings,Matthew Mistele,LW,CAN,73.0,190.0,"Whitby, ON  CAN",1995-10-17,OHL,Plymouth,8478108.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,1,181,7,7,Buffalo Sabres,Victor Olofsson,RW,SWE,67.0,157.0,"Ornskoldsvik, Sweden",1995-07-18,SWEDEN-JR.,Modo Jr.,8478109.0,314.0,90.0,92.0,182.0,0.5796178343949044,,,,,71.0,Buffalo Sabres,Y,active,31.4,2,3
2014,7,2,182,13,13,Florida Panthers,Hugo Fagerblom,G,SWE,78.0,202.0,"Boras, Sweden",1996-01-09,SWEDEN-JR. U18,Frolunda U18,8478110.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,3,183,22,22,Edmonton Oilers,Keven Bouchard,G,CAN,74.0,205.0,"Alma, QC  CAN",1996-04-19,QMJHL,Val d'Or,8478111.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,4,184,20,20,Calgary Flames,Austin Carroll,RW,USA,75.0,216.0,"Phoenix, AZ  USA",1994-03-26,WHL,Victoria,8477610.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,5,185,14,14,Tampa Bay Lightning,Cameron Darcy,C,USA,72.0,192.0,"South Boston, MA  USA",1994-03-02,QMJHL,Cape Breton,8478112.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,6,186,23,23,Vancouver Canucks,MacKenze Stewart,D,CAN,75.0,240.0,"Red Deer, AB  CAN",1995-08-10,WHL,Prince Albert,8478113.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,7,187,12,12,Carolina Hurricanes,Kyle Jenkins,D,CAN,72.0,166.0,"Brampton, ON  CAN",1996-04-22,OHL,Sault Ste. Marie,8478114.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,8,188,10,10,Toronto Maple Leafs,Pierre Engvall,LW,SWE,76.0,191.0,"Ljungby, Sweden",1996-05-31,SWEDEN-JR.,Frolunda Jr.,8478115.0,346.0,59.0,69.0,128.0,0.3699421965317919,,,,,18.0,New York Islanders,Y,other_team,34.6,2,2
2014,7,9,189,9,9,Ottawa Senators,Kelly Summers,D,CAN,73.0,191.0,"Renfrew, ON  CAN",1996-04-29,CCHL,Carleton Place,8478116.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,10,190,9,9,Ottawa Senators,Francis Perron,LW,CAN,71.0,166.0,"Laval, QC  CAN",1996-04-18,QMJHL,Rouyn-Noranda,8478117.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,11,191,53,59,Utah Hockey Club,Jared Fiegl,LW,USA,73.0,206.0,"Parker, CO  USA",1996-01-23,USHL,USA U-18,8478118.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,12,192,52,52,Winnipeg Jets,Matt Ustaski,C/LW,USA,77.0,221.0,"Glenview, IL  USA",1994-05-27,BCHL,Langley,8478119.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,13,193,53,59,Utah Hockey Club,Edgars Kulda,LW,LVA,71.0,177.0,"Riga, Latvia",1994-11-13,WHL,Edmonton,8478120.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,14,194,15,15,Washington Capitals,Kevin Elgestal,RW,SWE,73.0,176.0,"Gothenburg, Sweden",1996-05-29,SWEDEN-JR.,Frolunda Jr.,8478121.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,15,195,25,25,Dallas Stars,Patrick Sanvido,D,CAN,77.0,218.0,"Guelph, ON  CAN",1996-06-28,OHL,Windsor,8478122.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,16,196,17,17,Detroit Red Wings,Axel Holmstrom,C,SWE,72.0,198.0,"Arvidsjaur, Sweden",1996-06-29,SWEDEN-JR.,Skelleftea Jr.,8478123.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,17,197,29,29,Columbus Blue Jackets,Olivier Leblanc,D,CAN,71.0,157.0,"Quebec, QC  CAN",1996-02-17,QMJHL,Saint John,8478124.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,18,198,4,4,Philadelphia Flyers,Jesper Pettersson,D,SWE,69.0,187.0,"Stockholm, Sweden",1994-07-16,SWEDEN,Linkoping,8478125.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,19,199,30,30,Minnesota Wild,Pavel Jenys,C,CZE,75.0,202.0,"Brno, Czech Republic",1996-04-02,Czech Republic,Brno,8478126.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,20,200,2,2,New York Islanders,Lukas Sutter,C,CAN,72.0,209.0,"Lethbridge, AB  CAN",1993-10-04,WHL,Red Deer,8476859.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,21,201,17,17,Detroit Red Wings,Alexander Kadeykin,C,RUS,75.0,213.0,"Elektrosal, Russia",1993-10-04,RUSSIA,Mytischi,8478127.0,,,,,0.0,,,,,,Detroit Red Wings,N,inactive,,1,1
2014,7,22,202,19,19,St. Louis Blues,Dwyer Tschantz,RW,USA,76.0,209.0,"Wilmington, DE  USA",1995-03-22,USHL,Indiana,8478128.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,23,203,5,5,Pittsburgh Penguins,Jeff Taylor,D,USA,72.0,180.0,"Albany, NY  USA",1994-04-13,ECAC,Union College,8478129.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,24,204,21,21,Colorado Avalanche,Julien Nantel,C/LW,CAN,72.0,193.0,"Laval, QC  CAN",1996-09-06,QMJHL,Rouyn-Noranda,8478130.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,25,205,24,24,Anaheim Ducks,Ondrej Kase,RW,CZE,72.0,165.0,"Kadan, Czech Republic",1995-11-08,Czech Republic,Chomutov,8478131.0,289.0,59.0,74.0,133.0,0.4602076124567474,,,,,,,,inactive,28.9,2,2
2014,7,26,206,6,6,Boston Bruins,Emil Johansson,D,SWE,71.0,194.0,"Vaxjo, Sweden",1996-05-06,SWEDEN-JR.,HV 71 Jr.,8478132.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,27,207,8,8,Montréal Canadiens,Jake Evans,C/RW,CAN,72.0,172.0,"Toronto, ON  CAN",1996-06-02,OJHL,St. Michael's,8478133.0,281.0,28.0,67.0,95.0,0.3380782918149466,,,,,71.0,Montréal Canadiens,Y,active,28.1,2,2
2014,7,28,208,16,16,Chicago Blackhawks,Jack Ramsey,RW,USA,74.0,175.0,"Farmington, MI  USA",1995-11-02,BCHL,Penticton,8478134.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,29,209,26,26,Los Angeles Kings,Spencer Watson,RW,CAN,69.0,170.0,"London, ON  CAN",1996-04-25,OHL,Kingston,8478135.0,,,,,0.0,,,,,,,,inactive,,1,1
2014,7,30,210,26,26,Los Angeles Kings,Jacob Middleton,D,CAN,74.0,200.0,"Wainwright, AB  CAN",1996-01-02,OHL,Ottawa,8478136.0,251.0,14.0,46.0,60.0,0.2390438247011952,,,,,5.0,Minnesota Wild,Y,other_team,25.1,2,1
2015,1,1,1,22,22,Edmonton Oilers,Connor McDavid,C,CAN,72.0,195.0,"Richmond Hill, ON  CAN",1997-01-13,OHL,Erie,8478402.0,719.0,372.0,727.0,1099.0,1.5285118219749652,,,,,97.0,Edmonton Oilers,Y,active,79.88888888888889,4,5
2015,1,2,2,7,7,Buffalo Sabres,Jack Eichel,C,USA,74.0,196.0,"North Chelmsford, MA  USA",1996-10-28,H-EAST,Boston University,8478403.0,568.0,220.0,327.0,547.0,0.9630281690140844,,,,,9.0,Vegas Golden Knights,Y,other_team,63.111111111111114,4,4
2015,1,3,3,53,59,Utah Hockey Club,Dylan Strome,C,CAN,75.0,185.0,"Mississauga, ON  CAN",1997-03-07,OHL,Erie,8478440.0,449.0,120.0,187.0,307.0,0.6837416481069042,,,,,17.0,Washington Capitals,Y,other_team,49.888888888888886,3,3
2015,1,4,4,10,10,Toronto Maple Leafs,Mitchell Marner,C,CAN,71.0,160.0,"Markham, ON  CAN",1997-05-05,OHL,London,8478483.0,633.0,205.0,484.0,689.0,1.0884676145339651,,,,,16.0,Toronto Maple Leafs,Y,active,70.33333333333333,4,5
2015,1,5,5,12,12,Carolina Hurricanes,Noah Hanifin,D,USA,74.0,203.0,"Boston, MA  USA",1997-01-25,H-EAST,Boston College,8478396.0,712.0,64.0,235.0,299.0,0.4199438202247191,,,,,15.0,Vegas Golden Knights,Y,other_team,79.11111111111111,4,2
2015,1,6,6,1,1,New Jersey Devils,Pavel Zacha,C,CZE,75.0,210.0,"Brno, Czech Republic",1997-04-06,OHL,Sarnia,8478401.0,571.0,112.0,195.0,307.0,0.5376532399299474,,,,,18.0,Boston Bruins,Y,other_team,63.44444444444444,4,3
2015,1,7,7,4,4,Philadelphia Flyers,Ivan Provorov,D,RUS,72.0,201.0,"Yaroslavl, Russia",1997-01-13,WHL,Brandon,8478500.0,636.0,73.0,187.0,260.0,0.4088050314465408,,,,,9.0,Columbus Blue Jackets,Y,other_team,70.66666666666667,4,2
2015,1,8,8,29,29,Columbus Blue Jackets,Zach Werenski,D,USA,74.0,206.0,"Grosse Pointe, MI  USA",1997-07-19,BIG10,U. of Michigan,8478460.0,515.0,94.0,221.0,315.0,0.6116504854368932,,,,,8.0,Columbus Blue Jackets,Y,active,57.22222222222222,3,3
2015,1,9,9,28,28,San Jose Sharks,Timo Meier,RW,CHE,73.0,209.0,"Herisau, Switzerland",1996-10-08,QMJHL,Halifax,8478414.0,587.0,200.0,206.0,406.0,0.6916524701873935,,,,,28.0,New Jersey Devils,Y,other_team,65.22222222222223,4,3
2015,1,10,10,21,21,Colorado Avalanche,Mikko Rantanen,RW,FIN,75.0,211.0,"Nousiainen, Finland",1996-10-29,FINLAND,TPS,8478420.0,651.0,296.0,422.0,718.0,1.1029185867895543,,,,,96.0,Colorado Avalanche,Y,active,72.33333333333333,4,5
2015,1,11,11,13,13,Florida Panthers,Lawson Crouse,LW,CAN,76.0,215.0,"Mt. Brydges, ON  CAN",1997-06-23,OHL,Kingston,8478474.0,513.0,105.0,94.0,199.0,0.3879142300194931,,,,,67.0,Utah Hockey Club,Y,other_team,57.0,3,2
2015,1,12,12,25,25,Dallas Stars,Denis Gurianov,RW,RUS,75.0,192.0,"Togliatti, Russia",1997-06-07,RUSSIA-JR.,Togliatti 2,8478495.0,330.0,61.0,69.0,130.0,0.3939393939393939,,,,,15.0,Philadelphia Flyers,Y,other_team,36.666666666666664,2,2
2015,1,13,13,6,6,Boston Bruins,Jakub Zboril,D,CZE,72.0,184.0,"Brno, Czech Republic",1997-02-21,QMJHL,Saint John,8478415.0,76.0,1.0,15.0,16.0,0.2105263157894736,,,,,67.0,Columbus Blue Jackets,N,inactive,8.444444444444445,1,1
2015,1,14,14,6,6,Boston Bruins,Jake DeBrusk,LW,CAN,71.0,174.0,"Edmonton, AB  CAN",1996-10-17,WHL,Swift Current,8478498.0,551.0,165.0,148.0,313.0,0.5680580762250453,,,,,74.0,Boston Bruins,Y,active,61.22222222222222,4,3
2015,1,15,15,6,6,Boston Bruins,Zach Senyshyn,RW,CAN,73.0,192.0,"Ottawa, ON  CAN",1997-03-30,OHL,Sault Ste. Marie,8478485.0,16.0,1.0,2.0,3.0,0.1875,,,,,,,,inactive,1.7777777777777777,1,1
2015,1,16,16,2,2,New York Islanders,Mathew Barzal,C,CAN,71.0,175.0,"Coquitlam, BC  CAN",1997-05-26,WHL,Seattle,8478445.0,560.0,145.0,342.0,487.0,0.869642857142857,,,,,13.0,New York Islanders,Y,active,62.22222222222222,4,4
2015,1,17,17,52,52,Winnipeg Jets,Kyle Connor,LW,USA,73.0,177.0,"Shelby Twp., MI  USA",1996-12-09,USHL,Youngstown,8478398.0,576.0,258.0,259.0,517.0,0.8975694444444444,,,,,81.0,Winnipeg Jets,Y,active,64.0,4,4
2015,1,18,18,9,9,Ottawa Senators,Thomas Chabot,D,CAN,73.0,180.0,"Sainte-Marie, QC  CAN",1997-01-30,QMJHL,Saint John,8478469.0,432.0,62.0,197.0,259.0,0.599537037037037,,,,,72.0,Ottawa Senators,Y,active,48.0,3,3
2015,1,19,19,17,17,Detroit Red Wings,Evgeny Svechnikov,LW,RUS,73.0,199.0,"Yuzhno-Sakhalinsk, Russia",1996-10-31,QMJHL,Cape Breton,8478431.0,172.0,20.0,25.0,45.0,0.2616279069767441,,,,,,,,inactive,19.11111111111111,1,2
2015,1,20,20,30,30,Minnesota Wild,Joel Eriksson Ek,C,SWE,74.0,198.0,"Karlstad, Sweden",1997-01-29,SWEDEN,Farjestad,8478493.0,524.0,128.0,152.0,280.0,0.5343511450381679,,,,,14.0,Minnesota Wild,Y,active,58.22222222222222,3,3
2015,1,21,21,9,9,Ottawa Senators,Colin White,C,USA,72.0,183.0,"Boston, MA  USA",1997-01-30,USHL,USA U-18,8478400.0,342.0,44.0,71.0,115.0,0.3362573099415204,,,,,36.0,Montréal Canadiens,Y,other_team,38.0,2,2
2015,1,22,22,15,15,Washington Capitals,Ilya Samsonov,G,RUS,75.0,203.0,"Magnitogorsk, Russia",1997-02-22,RUSSIA-JR.,Magnitogorsk 2,8478492.0,193.0,,,,0.0,5241.0,4734.0,13.0,0.9032627361190612,35.0,Toronto Maple Leafs,Y,other_team,21.444444444444443,2,1
2015,1,23,23,23,23,Vancouver Canucks,Brock Boeser,RW,USA,72.0,191.0,"Burnsville, MN  USA",1997-02-25,USHL,Waterloo,8478444.0,508.0,190.0,217.0,407.0,0.8011811023622047,,,,,6.0,Vancouver Canucks,Y,active,56.44444444444444,3,4
2015,1,24,24,4,4,Philadelphia Flyers,Travis Konecny,C,CAN,69.0,175.0,"London, ON  CAN",1997-03-11,OHL,Ottawa,8478439.0,586.0,175.0,233.0,408.0,0.6962457337883959,,,,,11.0,Philadelphia Flyers,Y,active,65.11111111111111,4,3
2015,1,25,25,52,52,Winnipeg Jets,Jack Roslovic,C,USA,72.0,182.0,"Columbus, OH  USA",1997-01-29,USHL,USA U-18,8478458.0,481.0,82.0,152.0,234.0,0.4864864864864864,,,,,96.0,New York Rangers,Y,other_team,53.44444444444444,3,2
2015,1,26,26,8,8,Montréal Canadiens,Noah Juulsen,D,CAN,73.0,174.0,"Surrey, BC  CAN",1997-04-02,WHL,Everett,8478454.0,124.0,3.0,14.0,17.0,0.1370967741935483,,,,,47.0,Vancouver Canucks,Y,other_team,13.777777777777779,1,1
2015,1,27,27,24,24,Anaheim Ducks,Jacob Larsson,D,SWE,74.0,191.0,"Ljungby, Sweden",1997-04-29,SWEDEN-JR.,Frolunda Jr.,8478491.0,172.0,3.0,21.0,24.0,0.1395348837209302,,,,,32.0,Ottawa Senators,N,inactive,19.11111111111111,1,1
2015,1,28,28,2,2,New York Islanders,Anthony Beauvillier,LW,CAN,70.0,173.0,"Sorel-Tracy, QC  CAN",1997-06-08,QMJHL,Shawinigan,8478463.0,605.0,132.0,145.0,277.0,0.4578512396694214,,,,,21.0,Nashville Predators,Y,other_team,67.22222222222223,4,2
2015,1,29,29,29,29,Columbus Blue Jackets,Gabriel Carlsson,D,SWE,76.0,183.0,"Orebro, Sweden",1997-01-02,SWEDEN-JR.,Linkoping Jr.,8478506.0,86.0,3.0,15.0,18.0,0.2093023255813953,,,,,,,,inactive,9.555555555555555,1,1
2015,1,30,30,53,59,Utah Hockey Club,Nick Merkley,RW,CAN,70.0,191.0,"Calgary, AB  CAN",1997-05-23,WHL,Kelowna,8478447.0,41.0,4.0,11.0,15.0,0.3658536585365853,,,,,,,,inactive,4.555555555555555,1,2
2015,2,1,31,28,28,San Jose Sharks,Jeremy Roy,D,CAN,72.0,188.0,"Longueuil, QC  CAN",1997-05-14,QMJHL,Sherbrooke,8478464.0,,,,,0.0,,,,,,,,inactive,,1,1
2015,2,2,32,53,59,Utah Hockey Club,Christian Fischer,RW,USA,73.0,212.0,"Chicago, IL  USA",1997-04-15,USHL,USA U-18,8478432.0,486.0,61.0,70.0,131.0,0.2695473251028806,,,,,36.0,Detroit Red Wings,Y,other_team,54.0,3,2
2015,2,3,33,14,14,Tampa Bay Lightning,Mitchell Stephens,C,CAN,71.0,188.0,"Peterborough, ON  CAN",1997-02-05,OHL,Saginaw,8478477.0,102.0,6.0,11.0,17.0,0.1666666666666666,,,,,13.0,Montréal Canadiens,N,inactive,11.333333333333334,1,1
2015,2,4,34,10,10,Toronto Maple Leafs,Travis Dermott,D,CAN,71.0,197.0,"Newmarket, ON  CAN",1996-12-22,OHL,Erie,8478408.0,351.0,18.0,49.0,67.0,0.1908831908831908,,,,,33.0,Utah Hockey Club,Y,other_team,39.0,2,1
2015,2,5,35,12,12,Carolina Hurricanes,Sebastian Aho,RW,FIN,71.0,172.0,"Rauma, Finland",1997-07-26,FINLAND,Karpat,8478427.0,672.0,281.0,346.0,627.0,0.9330357142857142,,,,,20.0,Carolina Hurricanes,Y,active,74.66666666666667,4,4
2015,2,6,36,9,9,Ottawa Senators,Gabriel Gagne,RW,CAN,76.0,186.0,"Laval, QC  CAN",1996-11-11,QMJHL,Victoriaville,8478410.0,,,,,0.0,,,,,,,,inactive,,1,1
2015,2,7,37,6,6,Boston Bruins,Brandon Carlo,D,USA,77.0,196.0,"Colorado Springs, CO  USA",1996-11-26,WHL,Tri-City,8478443.0,626.0,33.0,81.0,114.0,0.182108626198083,,,,,25.0,Boston Bruins,Y,active,69.55555555555556,4,1
2015,2,8,38,29,29,Columbus Blue Jackets,Paul Bittner,LW,USA,76.0,204.0,"Crookston, MN  USA",1996-11-04,WHL,Portland,8478426.0,,,,,0.0,,,,,,,,inactive,,1,1
2015,2,9,39,21,21,Colorado Avalanche,A.J. Greer,LW,CAN,75.0,204.0,"Joliette, QC  CAN",1996-12-14,H-EAST,Boston University,8478421.0,167.0,13.0,19.0,32.0,0.1916167664670658,,,,,18.0,Calgary Flames,Y,other_team,18.555555555555557,1,1
2015,2,10,40,21,21,Colorado Avalanche,Nicolas Meloche,D,CAN,74.0,204.0,"LaSalle, QC  CAN",1997-07-18,QMJHL,Baie Comeau,8478467.0,57.0,2.0,6.0,8.0,0.1403508771929824,,,,,,,,inactive,6.333333333333333,1,1
2015,2,11,41,3,3,New York Rangers,Ryan Gropp,LW,CAN,74.0,187.0,"Kamloops, BC  CAN",1996-09-16,WHL,Seattle,8478394.0,,,,,0.0,,,,,,,,inactive,,1,1
2015,2,12,42,1,1,New Jersey Devils,Mackenzie Blackwood,G,CAN,76.0,215.0,"Thunder Bay, ON  CAN",1996-12-09,OHL,Barrie,8478406.0,196.0,,,,0.0,5879.0,5315.0,10.0,0.9040653172308216,29.0,San Jose Sharks,Y,other_team,21.77777777777778,2,1
2015,2,13,43,26,26,Los Angeles Kings,Erik Cernak,D,SVK,75.0,207.0,"Kosice, Slovakia",1997-05-28,SLOVAKIA,Kosice,8478416.0,444.0,22.0,86.0,108.0,0.2432432432432432,,,,,81.0,Tampa Bay Lightning,Y,other_team,49.333333333333336,3,1
2015,2,14,44,14,14,Tampa Bay Lightning,Matthew Spencer,D,CAN,73.0,203.0,"Guelph, ON  CAN",1997-03-24,OHL,Peterborough,8478441.0,,,,,0.0,,,,,,,,inactive,,1,1
2015,2,15,45,6,6,Boston Bruins,Jakob Forsbacka Karlsson,C,SWE,72.0,190.0,"Stockholm, Sweden",1996-10-31,USHL,Omaha,8478417.0,29.0,3.0,6.0,9.0,0.3103448275862068,,,,,,,,inactive,3.2222222222222223,1,2
2015,2,16,46,5,5,Pittsburgh Penguins,Daniel Sprong,RW,NLD,72.0,180.0,"Amsterdam, Netherlands",1997-03-17,QMJHL,Charlottetown,8478466.0,357.0,86.0,76.0,162.0,0.453781512605042,,,,,17.0,Detroit Red Wings,Y,other_team,39.666666666666664,2,2
2015,2,17,47,52,52,Winnipeg Jets,Jansen Harkins,C,USA,73.0,182.0,"Cleveland, OH  USA",1997-05-23,WHL,Prince George,8478424.0,203.0,14.0,18.0,32.0,0.1576354679802955,,,,,43.0,Pittsburgh Penguins,Y,other_team,22.555555555555557,2,1
2015,2,18,48,9,9,Ottawa Senators,Filip Chlapik,C,CZE,73.0,196.0,"Prague, Czech Republic",1997-06-03,QMJHL,Charlottetown,8478488.0,57.0,5.0,6.0,11.0,0.1929824561403508,,,,,,,,inactive,6.333333333333333,1,1
2015,2,19,49,25,25,Dallas Stars,Roope Hintz,LW,FIN,75.0,191.0,"Tampere, Finland",1996-11-17,FINLAND,Ilves,8478449.0,470.0,168.0,199.0,367.0,0.7808510638297872,,,,,24.0,Dallas Stars,Y,active,52.22222222222222,3,4
2015,2,20,50,30,30,Minnesota Wild,Jordan Greenway,LW,USA,78.0,226.0,"Canton, NY  USA",1997-02-16,USHL,USA U-18,8478413.0,423.0,55.0,103.0,158.0,0.3735224586288416,,,,,12.0,Buffalo Sabres,Y,other_team,47.0,3,2
2015,2,21,51,7,7,Buffalo Sabres,Brendan Guhle,D,CAN,73.0,184.0,"Edmonton, AB  CAN",1997-07-29,WHL,Prince Albert,8478425.0,65.0,4.0,10.0,14.0,0.2153846153846153,,,,,,,,inactive,7.222222222222222,1,1
2015,2,22,52,6,6,Boston Bruins,Jeremy Lauzon,D,CAN,73.0,193.0,"Val D'or, QC  CAN",1997-04-28,QMJHL,Rouyn-Noranda,8478468.0,310.0,14.0,31.0,45.0,0.1451612903225806,,,,,3.0,Nashville Predators,Y,other_team,34.44444444444444,2,1
2015,2,23,53,20,20,Calgary Flames,Rasmus Andersson,D,SWE,72.0,212.0,"Malmö, Sweden",1996-10-27,OHL,Barrie,8478397.0,482.0,43.0,171.0,214.0,0.4439834024896265,,,,,4.0,Calgary Flames,Y,active,53.55555555555556,3,2
2015,2,24,54,16,16,Chicago Blackhawks,Graham Knott,LW,CAN,75.0,190.0,"Etobicoke, ON  CAN",1997-01-13,OHL,Niagara,8478484.0,,,,,0.0,,,,,,,,inactive,,1,1
2015,2,25,55,18,18,Nashville Predators,Yakov Trenin,C,RUS,73.0,194.0,"Chelyabinsk, Russia",1997-01-13,QMJHL,Gatineau,8478508.0,319.0,54.0,34.0,88.0,0.2758620689655172,,,,,73.0,Colorado Avalanche,Y,other_team,35.44444444444444,2,2
2015,2,26,56,19,19,St. Louis Blues,Vince Dunn,D,CAN,71.0,187.0,"Mississauga, ON  CAN",1996-10-29,OHL,Niagara,8478407.0,523.0,67.0,198.0,265.0,0.5066921606118546,,,,,29.0,Seattle Kraken,Y,other_team,58.111111111111114,3,3
2015,2,27,57,15,15,Washington Capitals,Jonas Siegenthaler,D,CHE,74.0,220.0,"Zurich, Switzerland",1997-05-06,SWISS,Zurich,8478399.0,334.0,9.0,51.0,60.0,0.1796407185628742,,,,,71.0,New Jersey Devils,Y,other_team,37.111111111111114,2,1
2015,2,28,58,29,29,Columbus Blue Jackets,Kevin Stenlund,C,SWE,75.0,205.0,"Huddinge, Sweden",1996-09-20,SWEDEN-JR.,HV 71 Jr.,8478831.0,237.0,30.0,17.0,47.0,0.1983122362869198,,,,,82.0,Florida Panthers,Y,other_team,26.333333333333332,2,1
2015,2,29,59,24,24,Anaheim Ducks,Julius Nattinen,C,FIN,73.0,191.0,"Jyväskylä, Finland",1997-01-14,FINLAND-2,JYP 2,8478419.0,,,,,0.0,,,,,,,,inactive,,1,1
2015,2,30,60,20,20,Calgary Flames,Oliver Kylington,D,SWE,72.0,185.0,"Stockholm, Sweden",1997-05-19,SWEDEN,Farjestad,8478430.0,213.0,18.0,40.0,58.0,0.272300469483568,,,,,58.0,Calgary Flames,Y,active,23.666666666666668,2,2
2015,2,31,61,10,10,Toronto Maple Leafs,Jeremy Bracco,RW,USA,69.0,173.0,"Freeport, NY  USA",1997-03-17,USHL,USA U-18,8478404.0,,,,,0.0,,,,,,,,inactive,,1,1
2015,3,1,62,3,3,New York Rangers,Robin Kovacs,RW,SWE,72.0,159.0,"Stockholm, Sweden",1996-11-16,SWEDEN-2,AIK,8478418.0,,,,,0.0,,,,,,,,inactive,,1,1
2015,3,2,63,53,59,Utah Hockey Club,Kyle Capobianco,D,CAN,73.0,178.0,"Mississauga, ON  CAN",1997-08-13,OHL,Sudbury,8478476.0,74.0,5.0,7.0,12.0,0.1621621621621621,,,,,77.0,Winnipeg Jets,N,inactive,8.222222222222221,1,1
2015,3,3,64,14,14,Tampa Bay Lightning,Dennis Yan,LW,USA,73.0,184.0,"Portland, OR  USA",1997-04-14,QMJHL,Shawinigan,8478459.0,,,,,0.0,,,,,,,,inactive,,1,1
2015,3,4,65,10,10,Toronto Maple Leafs,Andrew Nielsen,D,CAN,75.0,207.0,"Red Deer, AB  CAN",1996-11-13,WHL,Lethbridge,8478518.0,,,,,0.0,,,,,,,,inactive,,1,1
2015,3,5,66,23,23,Vancouver Canucks,Guillaume Brisebois,D,CAN,73.0,175.0,"Longueuil, QC  CAN",1997-07-21,QMJHL,Acadie-Bathurst,8478465.0,27.0,1.0,2.0,3.0,0.1111111111111111,,,,,55.0,Vancouver Canucks,N,inactive,3.0,1,1
2015,3,6,67,1,1,New Jersey Devils,Blake Speers,C,CAN,71.0,181.0,"Sault Ste. Marie, ON  CAN",1997-01-02,OHL,Sault Ste. Marie,8478480.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,inactive,0.5555555555555556,1,1
2015,3,7,68,10,10,Toronto Maple Leafs,Martins Dzierkals,LW,LVA,71.0,169.0,"Ogre, Latvia",1997-04-04,RUSSIA-JR.,Riga 2,8478832.0,,,,,0.0,,,,,,Vegas Golden Knights,N,inactive,,1,1
