Year,Round,Pick,Overall,Team,PlayerName,Pos,Country,Ht,Wt,AmateurLeague,AmateurTeam,PlayerID,Status,GamesPlayed,Points,PPG
2004,7,13,206,MIN,Anton Khudobin,G,KAZ,61,203,RPL,Magnitogorsk 2,8471418,other_team,38,25,0.658
2004,9,14,272,MIN,Kyle Wilson,C,CAN,74,205,ECAC,Colgate U.,8471483,other_team,240,3,0.013
2003,1,20,20,MIN,Brent Burns,R,CAN,77,219,OHL,Brampton,8470613,other_team,153,14,0.092
2003,2,26,56,MIN,Patrick O'Sullivan,C,CAN,61,190,OHL,Mississauga,8470649,inactive,434,227,0.523
2003,3,10,78,MIN,Danny Irmen,C,USA,72,182,USHL,Lincoln,8470671,active,365,324,0.888
2003,5,21,157,MIN,Marcin Kolusz,F,POL,73,180,POLAND,Novy Targ,8470749,inactive,420,376,0.895
2003,6,20,187,MIN,Miroslav Kopriva,G,CZE,76,215,CZE,Kladno,8470779,active,280,22,0.079
2003,7,10,207,MIN,Grigory Misharin,D,RUS,72,198,RUS,Yekaterinburg,8470796,inactive,175,101,0.577
2003,7,22,219,MIN,Adam Courchaine,C,CAN,61,171,WHL,Vancouver,8470808,other_team,85,10,0.118
2003,8,22,251,MIN,Mathieu Melanson,L,USA,72,185,QMJHL,Chicoutimi,8470840,other_team,367,28,0.076
2003,9,20,281,MIN,Jean-Michel Bolduc,D,USA,76,190,QMJHL,Quebec,8470870,other_team,341,194,0.569
2002,1,8,8,MIN,Pierre-Marc Bouchard,C,CAN,61,173,QMJHL,Chicoutimi,8470153,other_team,198,166,0.838
2002,2,8,38,MIN,Josh Harding,G,CAN,73,197,WHL,Regina,8470216,other_team,249,197,0.791
2002,3,9,72,MIN,Michael Erickson,R,USA,74,186,WCHA,U. of Minnesota,8470051,inactive,469,223,0.475
2002,3,10,73,MIN,Barry Brust,G,CAN,74,225,WHL,Spokane,8470264,other_team,452,25,0.055
2002,5,24,155,MIN,Armands Berzins,C,LVA,76,227,QMJHL,Shawinigan,8470111,other_team,141,101,0.716
2002,6,9,175,MIN,Matt Foy,R,CAN,74,228,H-EAST,Merrimack,8470165,inactive,106,96,0.906
2002,7,7,204,MIN,Niklas Eckerblom,C,SWE,73,196,SWE,Djurgarden,8470312,inactive,33,15,0.455
2002,8,8,237,MIN,Christoph Brandner,F,AUT,76,224,GER,Krefeld,8470172,active,77,23,0.299
2002,9,8,268,MIN,Mikhail Tyulyapkin,D,RUS,73,187,RUS JR.,N. Novgorod Jr.,8470078,other_team,475,9,0.019
2002,9,9,269,MIN,Mika Hannula,F,SWE,61,180,SWE,Malmo,8470112,inactive,171,11,0.064
2001,1,6,6,MIN,Mikko Koivu,C,FIN,74,200,FIN,TPS,8469459,other_team,295,38,0.129
2001,2,6,36,MIN,Kyle Wanvig,R,CAN,74,210,WHL,Red Deer,8467962,other_team,130,32,0.246
2001,3,11,74,MIN,Chris Heid,D,CAN,73,205,WHL,Spokane,8469523,active,104,76,0.731
2001,3,30,93,MIN,Stephane Veilleux,C,CAN,73,190,QMJHL,Val d'Or,8469542,other_team,410,184,0.449
2001,4,7,103,MIN,Tony Virta,R,FIN,61,187,FIN,TPS,8469552,active,29,21,0.724
2001,7,6,202,MIN,Derek Boogaard,F,CAN,79,265,WHL,Prince George,8469647,active,218,19,0.087
2001,8,12,239,MIN,Jake Riddle,L,USA,73,210,WHL,Seattle,8469682,other_team,376,237,0.63
2000,1,3,3,MIN,Marian Gaborik,L,SVK,73,204,,Trencin,8468483,inactive,500,367,0.734
2000,2,3,33,MIN,Nick Schultz,D,CAN,73,200,,Prince Albert,8468513,active,80,70,0.875
2000,4,3,99,MIN,Marc Cavosie,F,USA,72,173,,Rensselaer,8468579,other_team,46,10,0.217
2000,5,2,132,MIN,Maxim Sushinsky,F,RUS,69,180,,Avangard Omsk,8468612,other_team,374,135,0.361
2000,6,3,170,MIN,Erik Reitz,D,USA,73,222,,Barrie,8468650,other_team,15,13,0.867
2000,7,2,199,MIN,Brian Passmore,C,CAN,61,180,,Oshawa,8468190,inactive,175,167,0.954
2000,7,17,214,MIN,Peter Bartos,F,SVK,0,185,,Budejovice,8468694,other_team,163,42,0.258
2000,8,3,232,MIN,Lubomir Sekeras,D,SVK,72,183,,Trinec,8468712,active,353,22,0.062
2000,8,26,255,MIN,Eric Johansson,C,CAN,72,190,,Tri-City,8468735,other_team,160,4,0.025
2011,1,17,17,MTL,Nathan Beaulieu,D,CAN,73,179,QMJHL,Saint John,8476470,inactive,48,29,0.604
2011,4,6,97,MTL,Josiah Didier,D,USA,74,199,USHL,Cedar Rapids,8476421,inactive,18,17,0.944
2011,4,17,108,MTL,Olivier Archambault,LW,CAN,61,176,QMJHL,Val d'Or,8476350,active,35,13,0.371
2011,4,22,113,MTL,Magnus Nygren,D,SWE,73,191,SWEDEN,Farjestad,8476355,other_team,32,22,0.688
2011,5,17,138,MTL,Darren Dietz,D,CAN,73,193,WHL,Saskatoon,8476379,inactive,14,3,0.214
2011,6,17,168,MTL,Daniel Pribyl,C,CZE,75,189,CZREP-JR.,Sparta Jr.,8476320,active,7,6,0.857
2011,7,17,198,MTL,Colin Sullivan,D,USA,73,196,HIGH-CT,Avon Old Farms,8476282,inactive,33,21,0.636
2010,1,22,22,MTL,Jarred Tinordi,D,USA,78,205,USHL,USA U-18,8475797,active,15,3,0.2
2010,4,23,113,MTL,Mark MacMillan,F,CAN,72,150,BCHL,Alberni Valley,8475777,inactive,87,83,0.954
2010,4,27,117,MTL,Morgan Ellis,D,CAN,73,197,QMJHL,Cape Breton,8475782,other_team,86,29,0.337
2010,5,27,147,MTL,Brendan Gallagher,RW,CAN,69,163,WHL,Vancouver,8475848,active,47,16,0.34
2010,7,27,207,MTL,John Westin,LW,SWE,72,183,SWE-JR.,Modo Jr.,8475903,inactive,0,0,#DIV/0!
2009,1,18,18,MTL,Louis Leblanc,C,CAN,72,178,USHL,Omaha,8475183,inactive,16,11,0.688
2009,3,4,65,MTL,Joonas Nattinen,C,FIN,74,183,FINLAND-JR.,Blues Jr.,8475198,active,96,30,0.313
2009,3,18,79,MTL,Mac Bennett,D,USA,72,170,HIGH-CT,Hotchkiss School,8475242,active,10,1,0.1
2009,4,18,109,MTL,Alexander Avtsin,R,RUS,74,198,RUSSIA-3,Dynamo Moscow 2,8475280,other_team,30,8,0.267
2009,5,18,139,MTL,Gabriel Dumont,C,CAN,69,170,QMJHL,Drummondville,8475254,inactive,43,6,0.14
2009,6,18,169,MTL,Dustin Walsh,C,CAN,74,175,OJHL,Kingston,8475297,other_team,7,1,0.143
2009,7,18,199,MTL,Michael Cichy,C,USA,61,187,USHL,Indiana,8475333,other_team,34,8,0.235
2009,7,30,211,MTL,Petteri Simila,G,FIN,78,189,FINLAND-JR.,Karpat Jr.,8475326,other_team,102,2,0.02
2008,2,26,56,MTL,Danny Kristo,R,USA,61,172,USDP,USA U-18,8474620,active,168,28,0.167
2008,3,25,86,MTL,Steve Quailer,R,USA,75,184,USHL,Sioux City,8474645,inactive,56,8,0.143
2008,4,25,116,MTL,Jason Missiaen,G,CAN,80,193,OHL,Peterborough,8474678,active,154,14,0.091
2008,5,17,138,MTL,Maxim Trunev,F,RUS,61,174,RUSSIA-3,Cherepovets 2,8474700,active,4,3,0.75
2008,7,25,206,MTL,Patrick Johnson,C,USA,69,155,WCHA,U. of Wisconsin,8474764,inactive,52,36,0.692
2007,1,12,12,MTL,Ryan McDonagh,D,USA,73,213,HIGH-MN,Cretin-Derham,8474151,other_team,125,10,0.08
2007,1,22,22,MTL,Max Pacioretty,L,USA,74,196,USHL,Sioux City,8474157,other_team,151,1,0.007
2007,2,13,43,MTL,P.K. Subban,D,CAN,72,206,OHL,Belleville,8474056,other_team,242,102,0.421
2007,3,4,65,MTL,Olivier Fortier,C,CAN,61,181,QMJHL,Rimouski,8474119,other_team,188,98,0.521
2007,3,12,73,MTL,Yannick Weber,D,CHE,61,193,OHL,Kitchener,8474134,active,15,9,0.6
2007,5,12,133,MTL,Joe Stejskal,D,USA,74,186,HIGH-MN,Grand Rapids,8474036,inactive,101,68,0.673
2007,5,21,142,MTL,Andrew Conboy,L,USA,76,199,USHL,Omaha,8474147,other_team,178,90,0.506
2007,6,12,163,MTL,Nichlas Torp,D,SWE,61,196,SWE-JR.,HV 71 JR.,8474120,active,214,7,0.033
2007,7,11,192,MTL,Scott Kishel,D,USA,61,170,HIGH-MN,Virginia,8474165,active,207,36,0.174
2006,1,20,20,MTL,David Fischer,D,USA,75,185,USHSW,Apple Valley,8473596,active,293,25,0.085
2006,2,19,49,MTL,Ben Maxwell,C,CAN,73,195,WHL,Kootenay,8473493,other_team,153,60,0.392
2006,2,23,53,MTL,Mathieu Carle,D,CAN,72,203,QMJHL,Acadie-Bathurst,8473438,active,166,125,0.753
2006,3,3,66,MTL,Ryan White,C,CAN,72,193,WHL,Calgary,8473466,active,4,4,1
2006,5,16,139,MTL,Pavel Valentenko,D,RUS,74,225,RPL,Neftekamsk,8473576,active,85,13,0.153
2006,7,16,199,MTL,Cameron Cepek,D,USA,73,170,WHL,Portland,8473572,inactive,47,31,0.66
2005,1,5,5,MTL,Carey Price,G,CAN,75,219,WHL,Tri-City,8471679,other_team,260,225,0.865
2005,2,15,45,MTL,Guillaume Latendresse,R,CAN,74,230,QMJHL,Drummondville,8471670,inactive,108,27,0.25
2005,4,30,121,MTL,Juraj Mikus,F,SVK,73,205,SVK JR.,Skalica Jr.,8471783,active,268,209,0.78
2005,5,5,130,MTL,Mathieu Aubin,C,CAN,75,190,QMJHL,Lewiston,8471792,other_team,57,15,0.263
2005,6,28,190,MTL,Matt D'Agostini,R,CAN,72,200,OHL,Guelph,8471851,inactive,64,28,0.438
2005,7,6,200,MTL,Sergei Kostitsyn,F,BLR,72,210,BLR,Gomel,8471859,inactive,216,2,0.009
2005,7,35,229,MTL,Phillipe Paquet,D,CAN,75,200,USHSE,Salisbury,8471886,inactive,205,43,0.21
2004,1,18,18,MTL,Kyle Chipchura,C,CAN,74,206,WHL,Prince Albert,8471231,inactive,236,18,0.076
2004,3,19,84,MTL,Alexei Emelin,D,RUS,72,187,RUS,Samara,8471296,active,139,16,0.115
2004,4,2,100,MTL,JT Wyman,R,USA,74,199,USHSW,Blake,8471312,inactive,63,41,0.651
2004,5,21,150,MTL,Mikhail Grabovski,F,DEU,61,183,RUS,Nizhnekamsk,8471362,other_team,165,1,0.006
2004,6,18,181,MTL,Loic Lacasse,G,CAN,74,175,QMJHL,Baie Comeau,8471393,other_team,374,123,0.329
2004,7,19,212,MTL,Jon Gleed,D,CAN,74,200,ECAC,Cornell U.,8471424,active,85,50,0.588
2004,8,19,246,MTL,Gregory Stewart,L,CAN,74,202,OHL,Peterborough,8471457,inactive,353,263,0.745
2004,9,4,262,MTL,Mark Streit,D,CHE,61,202,SUI,Zurich,8468309,other_team,105,2,0.019
2004,9,20,278,MTL,Alex Dulac-Lemelin,D,CAN,76,190,QMJHL,Baie Comeau,8471489,inactive,4,4,1
2003,1,10,10,MTL,Andrei Kostitsyn,F,BLR,72,214,RUS,HC CSKA,8470603,other_team,50,10,0.2
2003,2,10,40,MTL,Cory Urquhart,C,CAN,74,195,QMJHL,Montreal,8470633,active,392,166,0.423
2003,2,31,61,MTL,Maxim Lapierre,C,CAN,74,207,QMJHL,Montreal,8470654,inactive,45,19,0.422
2003,3,11,79,MTL,Ryan O'Byrne,D,CAN,77,234,BCHL,Nanaimo,8470672,active,400,213,0.533
2003,4,12,113,MTL,Corey Locke,C,CAN,69,175,OHL,Ottawa,8470705,inactive,421,347,0.824
2003,4,22,123,MTL,Danny Stewart,L,CAN,72,173,QMJHL,Rimouski,8470715,inactive,163,150,0.92
2003,6,10,177,MTL,Christopher Heino-Lindberg,G,SWE,61,163,SWE,Hammarby,8470769,inactive,245,30,0.122
2003,6,21,188,MTL,Mark Flood,D,CAN,73,190,OHL,Peterborough,8470780,inactive,170,101,0.594
2003,7,20,217,MTL,Oskari Korpikari,D,FIN,73,198,FIN,Karpat,8470806,other_team,204,3,0.015
2003,8,12,241,MTL,Jimmy Bonneau,L,CAN,74,216,QMJHL,Montreal,8470830,other_team,365,341,0.934
2003,9,10,271,MTL,Jaroslav Halak,G,SVK,61,185,SVK JR.,Bratislava Jr.,8470860,other_team,254,14,0.055
2002,1,14,14,MTL,Chris Higgins,C,USA,72,205,ECAC,Yale University,8470274,inactive,381,48,0.126
2002,2,15,45,MTL,Tomas Linhart,D,CZE,74,209,CZE JR.,Pardubice Jr.,8470127,active,405,200,0.494
2002,4,3,99,MTL,Michael Lambert,F,CAN,74,180,QMJHL,Montreal,8470114,other_team,107,43,0.402
2002,6,16,182,MTL,Andre Deveaux,C,BHS,75,220,OHL,Belleville,8470301,active,399,312,0.782
2002,7,15,212,MTL,Jonathan Ferland,R,CAN,74,209,QMJHL,Acadie-Bathurst,8469807,other_team,458,244,0.533
2002,9,15,275,MTL,Konstantin Korneev,D,RUS,61,176,RUS,Krylja,8470146,inactive,358,140,0.391
2001,1,7,7,MTL,Mike Komisarek,D,USA,76,243,CCHA,U. of Michigan,8469460,other_team,30,17,0.567
2001,1,25,25,MTL,Alexander Perezhogin,C,KAZ,72,211,RUS,Omsk,8469478,inactive,363,153,0.421
2001,2,7,37,MTL,Duncan Milroy,R,CAN,73,196,WHL,Swift Current,8469489,other_team,354,257,0.726
2001,3,8,71,MTL,Tomas Plekanec,L,CZE,61,198,CZE,Kladno,8469521,inactive,105,103,0.981
2001,4,13,109,MTL,Martti Jarventie,D,FIN,61,196,FIN,TPS,8469558,active,424,389,0.917
2001,6,6,171,MTL,Eric Himelfarb,C,CAN,69,161,OHL,Sarnia,8469618,inactive,140,69,0.493
2001,7,7,203,MTL,Andrew Archer,D,CAN,76,194,OHL,Guelph,8469648,other_team,175,37,0.211
2001,9,7,266,MTL,Viktor Ujcik,F,CZE,61,194,CZE,Slavia Praha,8469709,other_team,292,96,0.329
2000,1,13,13,MTL,Ron Hainsey,D,USA,75,210,,U. Mass-Lowell,8468493,other_team,464,40,0.086
2000,1,16,16,MTL,Marcel Hossa,C,SVK,75,220,,Portland,8468496,active,513,266,0.519
2000,3,13,78,MTL,Jozef Balej,R,SVK,72,195,,Portland,8468558,active,564,473,0.839
2000,3,14,79,MTL,Tyler Hanchuck,D,CAN,0,210,,Brampton,8468559,active,61,38,0.623
2000,4,13,109,MTL,Johan Eneqvist,L,SWE,0,183,,Leksand IF Jr.,8468589,inactive,506,352,0.696
2000,4,18,114,MTL,Christian Larrivee,C,CAN,0,185,,Chicoutimi,8468594,other_team,355,159,0.448
2000,5,15,145,MTL,Ryan Glenn,D,CAN,0,210,,Walpole,8468625,other_team,147,108,0.735
2000,6,5,172,MTL,Scott Selig,F,USA,0,178,,Thayer Academy,8468652,active,527,293,0.556
2000,6,15,182,MTL,Petr Chvojka,D,CZE,0,189,,Plzen Jr.,8468662,other_team,569,390,0.685
2000,8,14,243,MTL,Joni Puurula,G,FIN,0,180,,Hermes Div. 1,8468723,other_team,178,158,0.888
2000,9,14,275,MTL,Jonathan Gauthier,D,CAN,0,187,,Rouyn Noranda,8468755,active,109,30,0.275
2011,1,4,4,NJD,Adam Larsson,D,SWE,75,197,SWEDEN,Skelleftea,8476457,inactive,29,5,0.172
2011,3,14,75,NJD,Blake Coleman,C,USA,61,198,USHL,Indiana,8476399,other_team,22,13,0.591
2011,4,8,99,NJD,Reid Boucher,C,USA,61,192,USHL,USA U-18,8476423,inactive,6,4,0.667
2011,5,8,129,NJD,Blake Pietila,LW,USA,61,189,USHL,USA U-18,8476370,inactive,35,18,0.514
2011,6,8,159,NJD,Reece Scarlett,D,CAN,73,168,WHL,Swift Current,8476311,other_team,14,9,0.643
2011,7,8,189,NJD,Patrick Daly,D,USA,72,178,HIGH-MN,Benilde-St. Margaret's,8476342,other_team,39,23,0.59
2010,2,8,38,NJD,Jonathon Merrill,D,USA,75,198,USHL,USA U-18,8475750,active,6,5,0.833
2010,3,24,84,NJD,Scott Wedgewood,G,CAN,73,190,OHL,Plymouth,8475809,inactive,84,57,0.679
2010,4,24,114,NJD,Joe Faust,D,USA,61,190,HIGH-MN,Bloomington-Jeff.,8475830,other_team,2,0,0
2010,6,24,174,NJD,Maxime Clermont,G,CAN,73,195,QMJHL,Gatineau,8475805,other_team,87,48,0.552
2010,7,24,204,NJD,Mauro Jorg,RW,CHE,72,192,SWISS,Lugano,8475898,inactive,46,4,0.087
2009,1,20,20,NJD,Jacob Josefson,C,SWE,73,190,SWEDEN,Djurgarden,8475185,inactive,101,89,0.881
2009,2,24,54,NJD,Eric Gelinas,D,CAN,76,195,QMJHL,Lewiston,8475199,active,113,113,1
2009,3,12,73,NJD,Alexander Urbom,D,SWE,77,215,SWEDEN,Djurgarden,8475248,inactive,73,25,0.342
2009,4,23,114,NJD,Seth Helgeson,D,USA,77,220,USHL,Sioux City,8475274,other_team,65,37,0.569
2009,5,23,144,NJD,Derek Rodwell,L,CAN,73,190,AJHL,Okotoks,8475285,inactive,18,12,0.667
2009,6,23,174,NJD,Ashton Bernard,L,CAN,76,197,QMJHL,Shawinigan,8475301,inactive,112,83,0.741
2009,7,23,204,NJD,Curtis Gedig,D,CAN,75,190,BCHL,Cowichan Valley,8475338,inactive,10,9,0.9
2008,1,24,24,NJD,Mattias Tedenby,L,SWE,61,175,SWEDEN,HV 71,8474582,other_team,110,24,0.218
2008,2,22,52,NJD,Brandon Burlon,D,CAN,72,190,OPJHL,St. Michael's,8474614,other_team,32,5,0.156
2008,2,24,54,NJD,Patrice Cormier,C,CAN,74,215,QMJHL,Rimouski,8474616,other_team,73,64,0.877
2008,3,21,82,NJD,Adam Henrique,C,CAN,72,200,OHL,Windsor,8474641,active,125,117,0.936
2008,4,21,112,NJD,Matt Delahey,D,CAN,73,210,WHL,Regina,8474676,inactive,64,57,0.891
2008,5,21,142,NJD,Kory Nagy,C,CAN,61,195,OHL,Oshawa,8474704,active,127,28,0.22
2008,6,21,172,NJD,David Wohlberg,C,USA,73,192,USDP,USA U-18,8474733,active,142,91,0.641
2008,7,21,202,NJD,Harry Young,D,CAN,76,215,OHL,Windsor,8474759,active,177,53,0.299
2008,7,24,205,NJD,Jean-Sebastien Berube,L,CAN,76,210,QMJHL,Rouyn-Noranda,8474763,other_team,118,6,0.051
2007,2,27,57,NJD,Mike Hoeffel,F,USA,74,186,USDP,USA U-18,8474023,inactive,219,79,0.361
2007,3,18,79,NJD,Nick Palmieri,R,USA,75,220,OHL,Erie,8473999,other_team,206,191,0.927
2007,3,26,87,NJD,Corbin McPherson,D,USA,76,210,BCHL,Cowichan Valley,8474196,other_team,164,29,0.177
2007,4,26,117,NJD,Matt Halischuk,R,CAN,61,185,OHL,Kitchener,8474094,inactive,145,66,0.455
2007,6,26,177,NJD,Vili Sopanen,F,FIN,76,209,FINLAND,Pelicans,8474112,inactive,130,14,0.108
2007,7,26,207,NJD,Ryan Molle,D,CAN,75,190,WHL,Swift Current,8474123,other_team,149,90,0.604
2006,1,30,30,NJD,Matthew Corrente,D,CAN,72,205,OHL,Saginaw,8473580,other_team,250,139,0.556
2006,2,28,58,NJD,Alexander Vasyunov,L,RUS,73,210,RPL,Yaroslavl 2,8473605,inactive,172,47,0.273
2006,3,4,67,NJD,Kirill Tulupov,D,RUS,75,220,RUS,Alemetjevsk,8473524,active,41,33,0.805
2006,3,14,77,NJD,Vladimir Zharkov,R,RUS,73,205,RPL,CSKA 2,8473592,inactive,249,43,0.173
2006,4,14,107,NJD,T.J. Miller,D,USA,76,215,BCHL,Penticton,8473529,other_team,57,12,0.211
2006,5,25,148,NJD,Olivier Magnan,D,CAN,74,210,QMJHL,Rouyn Noranda,8471508,active,13,4,0.308
2006,6,25,178,NJD,Tony Romano,C,USA,61,177,AJHL,NY Bobcats,8473538,active,235,234,0.996
2006,7,25,208,NJD,Kyle Henegan,D,CAN,76,204,QMJHL,Shawinigan,8473509,other_team,128,105,0.82
2005,1,23,23,NJD,Niclas Bergfors,F,SWE,72,200,SWE JR.,Sodertalje Jr.,8471697,inactive,222,139,0.626
2005,2,8,38,NJD,Jeff Frazee,G,USA,72,195,USA,US Nat'l U-18,8471712,active,124,77,0.621
2005,3,23,84,NJD,Mark Fraser,D,CAN,75,220,OHL,Kitchener,8471748,active,277,9,0.032
2005,4,8,99,NJD,Patrick Davis,L,USA,74,195,OHL,Kitchener,8471764,active,256,217,0.848
2005,5,30,155,NJD,Mark Fayne,D,USA,75,215,USHSE,Noble & Greenough,8471816,other_team,309,33,0.107
2005,6,8,170,NJD,Sean Zimmerman,D,USA,74,220,WHL,Spokane,8471831,active,314,250,0.796
2005,7,24,218,NJD,Alexander Sundstrom,F,CAN,61,191,SWE-2,Bjorkloven,8471875,other_team,184,19,0.103
2004,1,20,20,NJD,Travis Zajac,C,CAN,75,200,BCHL,Salmon Arm,8471233,inactive,30,2,0.067
2004,5,26,155,NJD,Alexander Mikhailishin,D,RUS,76,207,RPL,Spartak 2,8471367,other_team,70,26,0.371
2004,6,22,185,NJD,Josh Disher,G,CAN,73,164,OHL,Erie,8471397,other_team,226,156,0.69
2004,7,23,216,NJD,Pierre-Luc Letourneau-Leblond,L,CAN,74,215,QMJHL,Baie Comeau,8471428,inactive,242,121,0.5
2004,7,24,217,NJD,Tyler Eckford,D,CAN,73,205,BCHL,South Surrey,8471429,inactive,356,24,0.067
2004,8,23,250,NJD,Nathan Perkovich,R,USA,77,215,USHL,Cedar Rapids,8471461,active,121,119,0.983
2004,9,24,282,NJD,Valeri Klimov,D,RUS,75,202,RPL,Spartak 2,8471493,inactive,168,7,0.042
2003,1,17,17,NJD,Zach Parise,C,USA,61,195,WCHA,U. of North Dakota,8470610,inactive,449,38,0.085
2003,2,12,42,NJD,Petr Vrana,L,CZE,61,174,QMJHL,Halifax,8470635,other_team,222,12,0.054
2003,3,25,93,NJD,Ivan Khomutov,F,RUS,74,198,RUS,Elektrostal,8470686,other_team,45,36,0.8
2003,5,31,167,NJD,Zach Tarkir,D,USA,72,180,BCHL,Chilliwack,8470759,inactive,221,136,0.615
2003,6,30,197,NJD,Jason Smith,G,CAN,73,170,LHJAAAQ,Lennoxville,8470789,inactive,7,7,1
2003,8,32,261,NJD,Joey Tenute,C,CAN,61,176,OHL,Sarnia,8470850,active,303,223,0.736
2003,9,31,292,NJD,Arseny Bondarev,L,RUS,72,165,RUS,Yaroslavl,8470881,other_team,367,124,0.338
2002,2,21,51,NJD,Anton Kadeykin,D,RUS,74,180,RUS,Elektrostal,8470079,active,463,209,0.451
2002,2,23,53,NJD,Barry Tallackson,R,USA,77,215,WCHA,U. of Minnesota,8470199,active,235,36,0.153
2002,3,1,64,NJD,Jason Ryznar,L,USA,75,200,CCHA,U. of Michigan,8470075,active,312,278,0.891
2002,3,21,84,NJD,Marek Chvatal,D,CZE,73,183,CZE,Trinec,8470122,other_team,165,147,0.891
2002,3,22,85,NJD,Ahren Nittel,L,CAN,74,214,OHL,Windsor,8470292,active,252,159,0.631
2002,4,21,117,NJD,Cam Janssen,R,USA,72,215,OHL,Windsor,8470123,other_team,357,346,0.969
2002,5,23,154,NJD,Krisjanis Redlihs,D,LVA,75,190,LAT,Liepasa,8470237,active,90,63,0.7
2002,6,21,187,NJD,Eric Johansson,C,CAN,72,190,WHL,Tri-City,8468735,inactive,7,2,0.286
2002,7,21,218,NJD,Ilkka Pikkarainen,R,FIN,74,215,FIN,IFK,8470225,other_team,441,113,0.256
2002,8,21,250,NJD,Dan Glover,D,CAN,74,175,AJHL,Camrose,8470319,active,405,77,0.19
2002,9,21,281,NJD,Bill Kinkel,L,USA,76,229,OHL,Kitchener,8470214,other_team,145,45,0.31
2001,1,28,28,NJD,Adrian Foster,L,CAN,73,200,WHL,Saskatoon,8469481,other_team,49,3,0.061
2001,2,14,44,NJD,Igor Pohanka,C,SVK,75,185,WHL,Prince Albert,8469496,active,56,2,0.036
2001,2,18,48,NJD,Tuomas Pihlman,F,FIN,74,215,FIN,Jyvaskyla,8469499,active,31,0,0
2001,2,30,60,NJD,Victor Uchevatov,D,RUS,76,205,RUS,Yaroslavl,8469511,other_team,163,58,0.356
2001,3,4,67,NJD,Robin Leblanc,R,CHE,73,177,QMJHL,Baie Comeau,8469517,inactive,332,171,0.515
2001,3,9,72,NJD,Brandon Nolan,F,CAN,73,192,OHL,Oshawa,8469522,active,527,442,0.839
2001,4,32,128,NJD,Andrei Posnov,R,RUS,73,185,RUS JR,Krylja,8469576,other_team,269,121,0.45
2001,5,32,163,NJD,Andreas Salomonsson,C,SWE,73,200,SWE,Djurgarden,8469610,inactive,544,424,0.779
2001,6,29,194,NJD,James Massen,R,USA,73,218,USHL,Sioux Falls,8469640,other_team,8,4,0.5
2001,8,2,229,NJD,Aaron Voros,C,CAN,76,215,BCJHL,Victoria,8469672,active,422,12,0.028
2001,8,30,257,NJD,Evgeny Gamalej,D,RUS,75,196,RUS,Dynamo Moscow 2,8469700,inactive,370,107,0.289
2000,1,22,22,NJD,David Hale,D,USA,73,222,,Sioux City,8468502,inactive,295,66,0.224
2000,2,9,39,NJD,Teemu Laine,R,FIN,0,194,,Jokerit,8468519,other_team,421,100,0.238
2000,2,26,56,NJD,Aleksander Suglobov,F,RUS,72,200,,Yaroslavl 2,8468536,inactive,92,46,0.5
2000,2,27,57,NJD,Matt Demarchi,D,USA,0,180,,U. of Minnesota,8468537,inactive,222,133,0.599
2000,2,32,62,NJD,Paul Martin,D,USA,73,200,,Elk River,8468542,other_team,243,146,0.601
2000,3,2,67,NJD,Max Birbraer,L,KAZ,0,185,,Newmarket,8468547,active,272,268,0.985
2000,3,11,76,NJD,Mike Rupp,L,USA,77,230,,Erie,8467336,inactive,242,62,0.256
2000,4,29,125,NJD,Phil Cole,D,CAN,0,190,,Lethbridge,8468605,active,9,1,0.111
2000,5,5,135,NJD,Michael Danton,C,CAN,69,191,,Barrie,8468615,inactive,421,227,0.539
2000,5,34,164,NJD,Matus Kostur,G,SVK,0,183,,Banska Bystrica,8468644,other_team,398,320,0.804
2000,6,27,194,NJD,Deryk Engelland,D,CAN,74,202,,Moose Jaw,8468674,other_team,104,85,0.817
2000,7,1,198,NJD,Ken Magowan,L,CAN,74,207,,Vernon,8468678,other_team,595,527,0.886
2000,8,28,257,NJD,Warren McCutcheon,C,CAN,0,188,,Lethbridge,8468737,active,298,92,0.309
2011,2,8,38,NSH,Magnus Hellberg,G,SWE,77,185,SWEDEN-2,Almtuna,8476433,inactive,1,0,0
2011,2,22,52,NSH,Miikka Salomaki,RW,FIN,61,198,FINLAND,Karpat,8476447,inactive,48,45,0.938
2011,4,3,94,NSH,Josh Shalla,LW,CAN,73,202,OHL,Saginaw,8475956,other_team,19,16,0.842
2011,4,21,112,NSH,Garrett Noonan,D,USA,72,205,H-EAST,Boston University,8476354,other_team,46,43,0.935
2011,5,21,142,NSH,Simon Karlsson,D,SWE,74,178,SWE-JR.,Malmo Jr.,8476383,active,14,0,0
2011,6,19,170,NSH,Chase Balisy,C,USA,61,170,CCHA,Western Michigan,8476322,inactive,17,11,0.647
2011,7,21,202,NSH,Brent Andrews,LW,CAN,74,200,QMJHL,Halifax,8476286,other_team,15,4,0.267
2010,1,18,18,NSH,Austin Watson,LW,USA,75,185,OHL,Peterborough,8475766,inactive,67,33,0.493
2010,3,18,78,NSH,Taylor Aronson,D,USA,72,196,WHL,Portland,8475712,other_team,43,42,0.977
2010,5,6,126,NSH,Patrick Cehlin,RW,SWE,61,176,SWEDEN,Djurgarden,8475779,other_team,68,28,0.412
2010,6,18,168,NSH,Anthony Bitetto,D,USA,73,210,USHL,Indiana,8475868,other_team,1,1,1
2010,7,14,194,NSH,David Elsner,W,DEU,72,185,GERMAN-2,Landshut Cann.,8475891,other_team,81,2,0.025
